"YEAR","MO","DD","HH","MI","SS","LATITUDE","LONG.","DEPTH","ERR","MAG","MT","Q","Io","Area","M_TYPE","MW_SCOR","MW_BRProxy","s_MW_BRProxy","ST","Locality","(Reference) Comments"
1974,3,2,18,15,,-20.04,-48.47,0,0,3.5,4,"C","5",,"M(Io)",4.0,3.5,0.6,"MG","CONCEICAO DAS ALAGOAS","4 EVEN.-INDUZ.P.RESERVAT."
1974,3,20,,,,-29.45,-51.5,0,0,3,4,"C","4",,"M(Io)",3.6,3.0,0.6,"RS","SALV.DO SUL",
1974,4,11,,,,-16.42,-41.64,0,5,3.7,3,"C","6-7",2.8,"M(Af)",4.2,3.4,0.4,"MG","TUPARECE","+ DE 200 EM ABRIL/74; INT.< V (!?)"
1974,6,12,17,39,16,5.58,-60.6,0,50,3.9,1,"I","-",,"MR",4.3,3.6,0.3,"RR","GUIANA/RR","(ISC; TRN)"
1974,10,20,21,37,32,-7.99,-36.06,0,10,3.6,1,"C","5",0.5,"MR",4.1,3.1,0.3,"PE","TORITAMA","(UFRN)"
1974,10,20,21,59,0,-7.99,-36.06,0,0,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"PE","TORITAMA","(UFRN) EPICENTRO INFERIDO"
1974,10,20,23,2,42,-7.99,-36.06,0,0,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"PE","TORITAMA","(UFRN) EPICENTRO INFERIDO"
1974,10,21,2,18,11,-7.99,-36.06,0,0,2.8,1,"C","-",,"MR",3.4,2.4,0.3,"PE","TORITAMA","(UFRN) NOTICIADO 22:30"
1974,10,21,2,29,41,-7.99,-36.06,0,0,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"PE","TORITAMA","(UFRN) EPICENTRO INFERIDO"
1974,12,15,5,14,46,-3.67,-39.24,0,0,3.3,1,"C","6",,"MR",3.8,2.9,0.3,"CE","S.L. DO CURU","(UFRN)"
1975,2,4,19,1,17,5.99,-61.48,0,50,3.7,2,"I","-",,"M(bR)",4.2,3.4,0.3,"RR","VENEZUELA/RR","(ISC;TRN)"
1975,3,30,17,6,0,-23.4,-42.4,0,30,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"RJ","PLATAFORMA CONT.","(IAG)"
1975,6,22,14,4,44,1.5,-70.3,0,50,3.5,5,"I","-",,"Ind",4.0,3.5,0.6,"AM","COLOMBIA/AM","(ISC)"
1975,12,8,8,21,26,-24.94,-44.16,0,30,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"SP","PLAT. CONT.","(UnB)"
1976,1,5,13,6,58,-15.35,-50.46,0,15,3.7,1,"I","5-6",13,"MR",4.2,3.5,0.3,"GO","ITAPIRAPUAN","(UnB: mag BDF=3.2+0.5)"
1976,1,23,,,,-24.52,-50.42,0,0,3,4,"C","4",,"M(Io)",3.6,3.0,0.6,"PR","TIBAGI",
1976,2,22,3,24,50,0.34,-59.23,5,30,4.6,0,"I","-",,"mb",4.9,4.4,0.3,"RR","SE RORAIMA","(ISC) RELOCAL."
1976,4,16,,,,-22.73,-50.98,0,0,3.7,4,"C","5-6",,"M(Io)",4.2,3.7,0.6,"SP","B. CAPIVARA","INDUZIDO POR RESERVATORIO"
1976,5,18,8,30,,-14.88,-39.63,0,20,3.7,3,"B","6",2.7,"M(Af)",4.2,3.3,0.4,"BA","IBICARAI'","(IAG)"
1976,5,19,8,12,30,-14.88,-39.63,0,100,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"BA","IBICARAI'?","(UnB) 900KM DE BDF"
1976,5,23,19,0,,-20.28,-44.75,0,0,3.2,5,"I","-",,"Ind",3.8,3.2,0.6,"MG","C. CAJURU","(UnB/CEMIG)"
1976,5,25,8,30,,-14.76,-39.57,0,20,3.9,3,"B","6",6.3,"M(Af)",4.3,3.6,0.4,"BA","IBICARAI'","2 EVENTOS (FERREIRA 1983)"
1976,6,8,21,,,-5.7,-35.5,0,0,3.4,3,"C","-",0.7,"M(Af)",3.9,2.9,0.4,"RN","IELM.MARINHO","AREA APROX."
1976,6,12,,,,-22.84,-51.01,0,0,3.7,4,"C","5-6",,"M(Io)",4.2,3.7,0.6,"PR","PRIM.DE MAIO","INDUZIDO POR RESERVATORIO"
1976,6,13,5,,,-22.84,-51.01,0,0,3.7,4,"C","5-6",,"M(Io)",4.2,3.7,0.6,"PR","PRIM.DE MAIO","INDUZIDO POR RESERVATORIO"
1976,6,16,20,,,-22.84,-51.01,0,0,3.9,4,"C","6",,"M(Io)",4.3,3.9,0.6,"PR","PRIM.DE MAIO","5 EVEN.-INDUZ.P.RESERVAT."
1976,6,22,1,48,,-22.84,-51.01,0,0,3.5,4,"C","5",,"M(Io)",4.0,3.5,0.6,"PR","PRIM.DE MAIO","24 EV.-INDUZ.P.RESERVAT."
1976,7,12,14,,,-15.25,-40.25,0,0,3.2,4,"C","4-5",,"M(Io)",3.8,3.2,0.6,"BA","ITAPETINGA",
1976,7,27,21,,,-4.83,-38.8,0,0,3,4,"C","4",,"M(Io)",3.6,3.0,0.6,"CE","IBARETAMA",
1976,7,29,18,,,-4.83,-38.8,0,0,3.5,4,"C","5",,"M(Io)",4.0,3.5,0.6,"CE","IBARETAMA","OUTROS AS 17 E 18H"
1976,8,11,20,,,-14.84,-39.6,0,0,3.5,4,"C","5",,"M(Io)",4.0,3.5,0.6,"BA","IBICARAI'",
1976,9,27,22,18,10,-16.7,-44.37,0,0,2.3,1,"C","4",,"MR",3.0,1.8,0.3,"MG","COR.DE JESUS","(UnB; BDF)"
1976,10,0,,,,-14.84,-39.6,0,0,3.4,3,"C","-",0.7,"M(Af)",3.9,2.9,0.4,"BA","IBICARAI'","SEIS EVENTOS ENTRE 26-29"
1976,10,8,20,1,12,-2,-59.8,0,50,4,1,"B","5",20,"MR",4.4,3.8,0.3,"AM","BALBINA","(UnB/ELETRONORTE)"
1977,1,15,9,38,40,-21.2,-44.8,0,30,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"MG","BOM SUCESSO","(VELOSO-MENDIGUREN 1980)"
1977,1,15,9,43,15,-21.2,-44.8,0,30,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"MG","BOM SUCESSO","(VELOSO-MENDIGUREN 1980)"
1977,2,1,7,10,25,-24.12,-44.31,0,40,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"RJ","PLAT. CONT.","(VELOSO-MEND.1980A; IAG)"
1977,2,25,13,40,,-5.71,-35.75,0,10,3.6,3,"B","6-7",1.4,"M(Af)",4.1,3.1,0.4,"RN","RIACHUELO","MAIS TRES EVENTOS"
1977,3,12,7,,,-4.83,-38.8,0,0,3.9,4,"C","6",,"M(Io)",4.3,3.9,0.6,"CE","IBARETAMA",
1977,6,19,3,3,30,-23.3,-42.6,0,30,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"RJ","PLAT. CONT.","(VELOSO-MENDIGUREN 1980A; IAG)"
1977,8,2,17,45,52,-0.08,-49.97,0,30,4.8,0,"I","-",,"mb",5.1,4.6,0.3,"PA","N.ILHA DE MARAJO","(ISC) RELOCAL."
1977,9,4,15,45,,-20.73,-47.77,0,0,2.8,4,"C","3-4",,"M(Io)",3.4,2.8,0.6,"SP","NUPORANGA","INDUZIDO"
1977,11,2,12,,,-23.42,-45.6,0,0,2.8,4,"C","3-4",,"M(Io)",3.4,2.8,0.6,"SP","PARAIBUNA","INDUZIDO"
1977,11,4,,,,-23.42,-45.6,0,0,3.1,5,"C","4",,"Ind",3.7,3.1,0.6,"SP","PARAIBUNA","INDUZIDO POR RESERVATORIO"
1977,11,16,23,20,,-23.42,-45.6,0,0,3.3,5,"C","4",,"Ind",3.8,3.3,0.6,"SP","PARAIBUNA","VARIOS; INDUZIDOS (UnB: 15:45; M=3.2)"
1977,11,20,14,46,35,-15.8,-43.5,0,30,3.7,5,"I","-",,"Ind",4.2,3.7,0.6,"MG","JANAUBA","(VELOSO-MENDIGUREN 1980A)"
1978,2,10,,,,-6.28,-36.03,0,15,3.7,3,"B","5",2.4,"M(Af)",4.2,3.3,0.4,"RN","SANTA CRUZ","DIA INCERTO; VARIOS EV."
1978,3,17,20,45,,-20.73,-47.77,0,0,3,4,"C","4",,"M(Io)",3.6,3.0,0.6,"SP","NUPORANGA","INDUZIDO POCO ARTESIANO"
1978,3,18,1,30,,-20.73,-47.77,0,0,3,4,"C","4",,"M(Io)",3.6,3.0,0.6,"SP","NUPORANGA","INDUZIDO POCO ARTESIANO"
1978,3,19,5,33,27,-24.96,-48.5,0,10,3.3,1,"B","4",2.7,"MR",3.8,3.1,0.3,"SP","RIO VERMELHO",
1978,4,18,,,,-10.89,-61.94,0,0,3.5,4,"C","5",,"M(Io)",4.0,3.5,0.6,"RO","JI-PARANA",
1978,10,5,9,38,44,-16.1,-51.27,0,50,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"GO","IPORA'","(UnB)"
1978,11,7,9,28,,-20.28,-44.75,0,0,2.6,5,"I","-",,"Ind",3.2,2.6,0.6,"MG","C. DO CAJURU","(UnB)"
1979,1,16,5,38,24,-24,-58.7,0,50,4,1,"I","-",,"MR",4.4,3.7,0.3,"PY","PARAGUAI","(IAG;UnB)"
1979,1,21,17,49,36,-21.02,-56.36,0,50,3.6,1,"I","-",,"MR",4.1,3.3,0.3,"MS","BONITO ?","(ASSUMPCAO ET AL.1980B)"
1979,3,4,16,26,54,-21,-45,0,50,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"MG","JACEABA","(VELOSO-MENDIGUREN 1980A)"
1979,3,23,3,28,49,-23.3,-45.9,0,30,2.7,5,"I","-",,"Ind",3.3,2.7,0.6,"SP","S.J.CAMPOS ?","(VELOSO-MENDIGUREN 1980A)"
1979,3,27,12,54,45,-22.84,-51.01,0,5,3.7,1,"A","5-6",1.3,"MR",4.2,3.3,0.3,"PR","PRIM.DE MAIO","INDUZIDO POR RESERVATORIO"
1979,5,29,20,58,3,-9.73,-37.46,0,50,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"AL","P.DE ACUCAR?","(IAG)"
1979,6,13,16,52,45,-24.69,-45.73,0,15,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"SP","PLAT. CONT.","(IAG; UnB)"
1979,7,20,7,0,37,-24,-57.5,0,70,3,1,"I","-",,"MR",3.6,2.6,0.3,"PY","PARAGUAI","(IAG;UnB)"
1979,8,13,18,41,0,-25.2,-45.6,0,30,3,1,"I","-",,"MR",3.6,2.6,0.3,"SP","PLAT. CONT.","(ASSUMPCAO ET AL.1980B)"
1979,8,22,23,1,40,-15.26,-49.95,0,10,3.5,1,"B","-4",5,"MR",4.0,3.3,0.3,"GO","RUBIATABA","(UnB) AREA IV MM"
1979,10,19,15,25,,-23.42,-45.6,0,0,3,4,"C","4",,"M(Io)",3.6,3.0,0.6,"SP","PARAIBUNA","INDUZ. P/ RESERV.  (UnB)"
1979,12,8,5,5,50,-20,-55.8,0,50,3.8,1,"I","-",,"MR",4.3,3.5,0.3,"MS","AQUIDAUANA ?","(VELOSO-MEND.1980A; IAG)"
1980,3,6,9,46,18,-6.17,-71.16,18,30,4.8,0,"I","-",,"mb",5.1,4.6,0.3,"AM","W AMAZONAS","(ISC; H=67?)"
1980,4,23,16,11,30,-26.5,-40,0,100,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"SC","OC.ATLANTICO","(IAG; UnB)"
1980,5,22,15,30,,-26.99,-48.62,0,0,2.5,5,"C","5",0.5,"Ind",3.2,2.5,0.6,"SC","B. CAMBORIU","VARIOS EVENTOS"
1980,7,3,22,10,,-20.07,-47.33,0,2,2.8,3,"B","4",0.05,"M(Af)",3.4,2.0,0.4,"MG","JAGUARA","(UnB/CEMIG)AREA=50KM2"
1980,8,1,5,42,20,-20.48,-45.08,0,20,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"MG","C. CAJURU","(UnB)"
1980,9,3,1,36,3,-3.3,-60,0,100,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"AM","MANAUS","(VELOSO-MENDIGUREN 1980B)"
1980,10,18,21,41,,-0.4,-49.8,0,50,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"PA","MARAJO'","(UnB)"
1980,10,24,21,49,2,-14.41,-49.39,0,30,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"GO","PORANGATU?","(IAG; UnB) N. SENT."
1980,11,5,1,22,42,-5.8,-50.3,0,70,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"PA","SUL DO PARA'","(IAG;UnB)"
1980,11,12,21,23,5,-8.07,-50.24,0,20,4.7,2,"C","5",,"M(bR)",5.0,4.5,0.3,"PA","REDENCAO","(IAG; ISC MB=4.8)"
1980,11,19,7,38,56,-5.2,-38.3,0,100,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"CE","MORADA NOVA?","(IAG) PACAJUS?"
1980,11,20,3,29,44.9,-4.3,-38.4,5,5,5.2,2,"A","7",1000,"M(bR)",5.5,5.2,0.3,"CE","PACAJUS","(ISC mb=5.2; IAG: pGT5 H.O.=AK135)"
1980,11,20,5,27,11,-4.3,-38.4,0,30,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"CE","PACAJUS","(IAG) EPI. INFERIDO"
1980,11,21,1,29,7,-26.25,-58.25,0,50,3.8,1,"I","3",,"MR",4.3,3.5,0.3,"AR","FORMOSA;ARG.","(IAG;UnB) SENT. FORMOSA"
1980,11,21,21,28,44,-4.3,-38.4,0,30,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"CE","PACAJUS","(IAG) EPI. INFERIDO"
1980,11,29,1,5,0,-3.1,-43.3,0,100,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"MA","URB.SANTOS ?","(IAG;UnB)"
1980,12,14,,,,-16.6,-56.2,0,0,3.6,3,"C","5",2,"M(Af)",4.1,3.2,0.4,"MT","SA.S.VICENTE","(IAG) DIA INCERTO"
1980,12,19,5,29,10,-20.45,-45.54,0,10,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"MG","FORMIGA","(UnB)"
1980,12,24,13,35,,-4.3,-38.4,0,0,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"CE","PACAJUS","(UnB)"
1981,1,2,4,14,55,-4.3,-38.4,0,30,3.6,1,"C","-",,"MR",4.1,3.3,0.3,"CE","PACAJUS","(IAG; UnB) NOTICIADO 15:20"
1981,1,6,19,51,58,-5,-47.5,0,50,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"MA","JOAO LISBOA?","(IAG; UnB)"
1981,1,9,5,44,20,-11.8,-47.6,0,100,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"GO","NATIVIDADE","(IAG; UnB)"
1981,1,12,3,33,8,-4.3,-38.4,0,30,3.8,1,"C","-",18,"MR",4.3,3.7,0.3,"CE","PACAJUS","(IAG; UnB)"
1981,1,12,9,29,,-4.3,-38.4,0,0,2,1,"I","-",,"MR",2.7,1.5,0.3,"CE","PACAJUS","(UnB)"
1981,1,18,16,19,50,-20.71,-46.7,0,20,3.3,1,"B","5",2.5,"MR",3.8,3.1,0.3,"MG","PASSOS","(IAG; UnB)"
1981,2,17,8,0,,-4.5,-70.4,0,100,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"AM","AM/PERU","(UnB)"
1981,3,9,20,27,40,-11.01,-57.64,0,50,3.8,1,"I","-",,"MR",4.3,3.5,0.3,"MT","PORT.GAUCHOS","(UnB)"
1981,3,24,22,10,3,-20.58,-48.34,0,15,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"SP","BARRETOS","(IAG; UnB)N.SENTIDO;EXPL?"
1981,4,1,20,1,44,-10.74,-62.2,0,30,3.2,1,"C","5",,"MR",3.8,2.8,0.3,"RO","OURO PRETO","(UnB/ELETRONORTE)"
1981,4,21,18,53,0,-4.8,-38.6,0,50,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"CE","PACAJUS","(IAG; UnB)"
1981,4,22,1,5,,-4.3,-38.4,0,0,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"CE","PACAJUS","(UnB)"
1981,5,7,3,44,55,-22.6,-39.5,0,50,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"RJ","PLAT. CONT.","(UnB)"
1981,5,12,5,27,0,-26.9,-47.9,0,150,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"SC","PLAT. CONT.?","(UnB)"
1981,7,11,3,0,,-20.8,-47.8,0,50,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","ORLANDIA","(IAG;UnB) NAO SENTIDO"
1981,9,9,23,12,,-4.3,-38.4,0,0,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"CE","PACAJUS","(IAG;UnB)"
1981,9,10,15,56,,-3.73,-39.79,0,0,2,1,"I","-",,"MR",2.7,1.5,0.3,"CE","IRAUCUBA","(UnB)"
1981,9,11,10,24,45,-21.45,-46.09,0,15,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"MG","ALFENAS","(UnB; IAG)"
1981,9,11,11,20,,-4.3,-38.4,0,0,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"CE","PACAJUS","(UnB)"
1981,9,15,4,26,12,-1.6,-53,0,100,3.9,1,"I","-",,"MR",4.3,3.6,0.3,"PA","ALMEIRIM","(UnB)"
1981,10,13,8,5,14,-16.86,-54.55,0,50,3.2,1,"C","5",,"MR",3.8,2.8,0.3,"MT","RONDONOPOLIS","(IAG;UnB)"
1981,11,2,11,37,5,-8.61,-38.45,0,5,3.1,1,"B","-",,"MR",3.7,2.7,0.3,"PE","FLORESTA","(IAG)"
1981,11,2,14,57,13,-8.61,-38.45,0,5,3.1,1,"B","4",0.3,"MR",3.7,2.7,0.3,"PE","FLORESTA","(IAG)"
1981,11,4,3,16,51,-8.59,-38.5,0,5,3.1,1,"B","4",0.2,"MR",3.7,2.6,0.3,"PE","FLORESTA","(IAG)"
1981,11,10,19,54,0,-15.6,-41.2,0,100,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"BA","C. SALES","(IAG;UnB)"
1982,1,30,16,42,37,-4,-34,0,70,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"RN","PLAT. CONT.","(UnB; IAG)"
1982,3,3,18,57,25,-16.5,-59.1,0,100,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","BOLIVIA/MT","(UnB)"
1982,3,10,6,15,44,-23.4,-42.1,0,30,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"RJ","PLATAFORMA","(UnB;IAG)"
1982,3,10,7,57,34,-23.4,-42.1,0,30,3,1,"I","-",,"MR",3.6,2.6,0.3,"RJ","PLATAFORMA","(UnB;IAG)"
1982,3,12,17,14,43,-23.6,-41.63,0,30,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"RJ","PLATAFORMA","(UnB;IAG)"
1982,3,13,18,18,,-4.3,-38.4,0,0,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"CE","PACAJUS ?","(UnB)"
1982,3,29,7,47,11,-9.31,-38.23,0,5,3.6,1,"B","4",0.2,"MR",4.1,3.0,0.3,"BA","PAULO AFONSO","(IAG)"
1982,4,8,5,58,52,-24.8,-58.1,12,30,4.9,2,"I","6",230,"M(bR)",5.2,4.8,0.3,"PY","PARAGUAI","(ISC;UnB;IAG;SJA) ASUNCION IV-V MM"
1982,4,16,22,38,0,-22.2,-55,0,5,3.4,1,"I","4",,"MR",3.9,3.1,0.3,"MS","PICADINHA","(UnB)"
1982,5,2,8,30,4,-21.64,-46.65,0,10,3.1,1,"A","5",10,"MR",3.7,3.0,0.3,"MG","P. DE CALDAS","(IAG; UnB)"
1982,5,17,3,57,15,-12.7,-48.2,0,40,3,1,"I","-",,"MR",3.6,2.6,0.3,"GO","PARANAN","(UnB; IAG)"
1982,7,23,11,6,45,-14.26,-45.72,0,50,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"BA","SW BAHIA/GO","(UnB; IAG)"
1982,8,26,1,7,56,-19.6,-47.1,0,50,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"MG","ARAXA'","(UnB; IAG)"
1982,9,5,6,7,,-4.3,-38.4,0,0,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"CE","PACAJUS ?","(UnB)"
1982,9,5,6,30,2,-16.51,-41.46,0,30,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"MG","ITAOBIM","(UnB; IAG)"
1982,9,17,12,28,41,-25.84,-45.42,0,40,3.8,1,"I","-",,"MR",4.3,3.5,0.3,"SP","PLATAFORMA","(UnB; IAG)"
1982,9,21,1,42,33,-18.8,-44.8,0,10,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"MG","FELIXLANDIA","(UnB)"
1982,10,5,16,19,32,-4.5,-40.2,0,50,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"CE","S. QUITERIA?","(UnB; IAG)"
1982,10,10,19,28,0,-12.3,-45.5,0,70,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"BA","W. BARREIRAS","(IAG)"
1982,11,24,23,3,15,-20.76,-45.8,0,20,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"MG","FURNAS","(UnB)"
1982,12,15,4,49,56,-15.2,-51.8,0,50,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"MT","B. DO GARCAS","(UnB) EXPL. ?"
1983,1,2,6,40,,-24.3,-47.8,0,0,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"SP","JUQUIA'","(IAG)"
1983,1,8,13,10,14,-9.1,-37.1,0,0,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"PE","AGUAS BELAS","(IAG)"
1983,2,8,18,38,15,-26.28,-60.18,0,30,4.8,2,"I","-",,"M(bR)",5.1,4.6,0.3,"PY","PARAGUAI","(USGS: MB=5.0)"
1983,2,21,5,38,46,-10.7,-62.2,0,0,3.2,1,"I","5",,"MR",3.8,2.8,0.3,"RO","OURO PRETO","(UnB)"
1983,3,7,5,49,32,-16.47,-41.7,0,0,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"MG","TUPARECE","(IAG; UnB)"
1983,3,7,11,51,18,-16.47,-41.7,0,20,3.1,1,"I","4",,"MR",3.7,2.7,0.3,"MG","TUPARECE","(IAG; UnB)"
1983,3,7,12,6,49,-16.47,-41.7,0,0,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"MG","TUPARECE","(IAG; UnB)"
1983,3,22,12,51,21,-6.1,-36.4,0,0,2,5,"I","-",,"Ind",2.7,2.0,0.6,"RN","CERRO CORA'","(IAG)"
1983,3,23,1,16,16,-6.1,-36.4,0,50,2.4,5,"I","-",,"Ind",3.1,2.4,0.6,"RN","CERRO CORA'","(IAG)"
1983,5,4,21,53,5,-5.1,-38.7,0,50,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"CE","MORADA NOVA","(IAG; UnB)"
1983,5,5,21,40,,-8.67,-35.58,0,0,3,4,"C","4",,"M(Io)",3.6,3.0,0.6,"PE","PALMARES","(IAG)"
1983,5,7,18,30,,-8.67,-35.58,0,0,3.5,4,"C","5",,"M(Io)",4.0,3.5,0.6,"PE","PALMARES","(IAG)"
1983,6,1,10,3,55,-8.6,-36.2,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"PE","CARUARU ?","(UnB; IAG; UFRN)"
1983,6,1,10,49,20,-8.6,-36.2,0,40,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"PE","CARUARU ??","(IAG; UFRN)"
1983,6,1,14,57,23,-14.32,-44.63,0,50,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"BA","COCOS","(UnB; IAG)"
1983,6,1,17,18,6,-8.6,-36.2,0,40,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"PE","CARUARU ?","(UnB; IAG; UFRN)"
1983,6,1,17,42,21,-8.6,-36.2,0,40,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"PE","CARUARU ?","(UnB; IAG; UFRN)"
1983,6,1,18,12,24,-8.5,-42.8,0,0,2,1,"I","-",,"MR",2.7,1.5,0.3,"PI","SR NONATO","(IAG)"
1983,6,1,18,31,28,-8.6,-36.2,0,40,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"PE","CARUARU ?","(UnB; IAG; UFRN)"
1983,6,7,10,52,6,-12.8,-46.4,0,100,3,1,"I","-",,"MR",3.6,2.6,0.3,"GO","MANHA","(UnB; IAG)"
1983,6,28,20,10,15,-12.9,-39.3,0,50,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"BA","S.A.DE JESUS","(IAG)"
1983,7,12,20,43,57,-18.7,-49.2,0,20,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"GO","CENTRALINA","(UnB)"
1983,8,5,6,21,44.4,-3.58,-62.14,23,15,5.5,2,"A","7",500,"M(bR)",5.7,5.3,0.3,"AM","CODAJAS","(UnB; IAG; RBGf-1984; H.O.=AK135)"
1983,8,5,8,24,18,-3.59,-62.17,0,0,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"AM","CODAJAS","(UnB) REPLICA"
1983,8,5,10,7,14,-3.59,-62.17,0,0,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"AM","CODAJAS","(UnB) REPLICA"
1983,9,1,21,45,18,-21.45,-46.09,0,15,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"MG","ALFENAS","(UnB;IAG)"
1983,9,2,16,25,20,-14.9,-50.8,0,30,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"GO","ARUANAN","(UnB)"
1983,9,12,14,39,,-18.5,-50.1,0,15,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"GO","QUIRINOPOLIS","(UnB)"
1983,9,16,13,43,52,-4.32,-38.41,0,15,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"CE","PACAJUS","(UnB; IAG; UFRN)"
1983,10,1,6,14,35,-4.7,-39.8,0,50,2.7,0,"I","-",,"mb",3.3,2.3,0.3,"CE","ITATAIA ?","(UnB; IAG; UFRN)"
1983,10,1,18,44,16,-11.4,-63.7,0,50,3.6,1,"I","-",,"MR",4.1,3.3,0.3,"RO","OURO PRETO","(UnB)"
1983,11,18,8,41,2,-5.1,-38.7,0,0,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"CE","PACAJUS ??","(IAG; UFRN)"
1983,11,18,10,27,41,-5,-38.7,0,40,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"CE","PACAJUS ??","(UnB; UFRN; IAG)"
1983,11,18,12,10,9,-5,-38.7,0,40,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"CE","PACAJUS ??","(UnB; UFRN; IAG)"
1983,11,23,15,51,49,4.2,-52,0,100,4,1,"I","-",,"MR",4.4,3.7,0.3,"-","GUIANA FRAN.","(UnB)"
1983,12,3,21,,,-23.19,-49.38,0,0,2.6,4,"C","3",,"M(Io)",3.2,2.6,0.6,"SP","PIRAJU","(IAG)"
1983,12,4,7,17,57,-3.17,-50.57,0,20,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"PA","130KM NW TUC","(UnB)"
1983,12,7,18,4,14,-17.2,-45,0,40,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"MG","BURITIZEIRO","(UnB)"
1983,12,16,23,53,35,-8.33,-35.8,0,15,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"PE","CARUARU","(UnB; IAG; UFRN)"
1983,12,23,2,2,21,-5.6,-35.8,0,0,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"RN","JOAO CAMARA","(UFRN; IAG)"
1983,12,25,1,4,9,-5.6,-35.8,0,10,2.3,1,"B","4",0.9,"MR",3.0,2.2,0.3,"RN","JOAO CAMARA","(UFRN; UnB)"
1983,12,27,17,3,,-19.9,-47.9,0,20,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"MG","UBERABA","(UnB)"
